pmid|title|authors|journal|year|abstract
37485660|Flavonoids from Seabuckthorn (<i>Hippophae rhamnoides</i> L.) restore CUMS-induced depressive disorder and regulate the gut microbiota in mice.|Chen-Xi Xia; Alex Xiong Gao; Yue Zhu; Tina Ting-Xia Dong; Karl Wah-Keung Tsim|Food & function|2023|Seabuckthorn (<i>Hippophae rhamnoides</i> L.), which is enriched with flavonoids, including isorhamnetin, quercetin and kaempferol, is a representative example of "medicine food homology" targeting several diseases. Major depressive disorders seriously threaten mental health worldwide and may even lead to death. Chronic unpredictable mild stress (CUMS)-induced depressive-like symptoms in mice are usually considered as the highest similarity to the situation in humans. Herein, we determined the potential functions of the flavonoid-enriched fraction from Seabuckthorn, which was named SBF, in treating major depressive disorder in mice. In the CUMS-induced mouse model, the intake of SBF reversed their depressive behaviors and relieved the CUMS-disturbed levels of neurotrophins, neurotransmitters, stress-related hormones, and inflammation-related cytokines. Additionally, the treatment of depressive mice with SBF showed ability to regulate the gut microbiota, especially in decreasing the abundance of <i>Lactobacillaceae</i>, while increasing the abundance of <i>Lachnospiraceae</i> at the family level. The results suggest the beneficial effects of Seabuckthorn flavonoids in functioning as a health food supplement to treat major depressive disorders.
31955786|Neuroactive compounds in foods: Occurrence, mechanism and potential health effects.|Cemile Yılmaz; Vural Gökmen|Food research international (Ottawa, Ont.)|2020|Neuroactive compounds are synthesized by certain plants and microorganisms by undertaking different tasks, especially as a stress response. Most common neuroactive compounds in foods are gamma-aminobutyric acid (GABA), serotonin, melatonin, kynurenine, kynurenic acid, dopamine, norepinephrine, histamine, tryptamine, tyramine and β-phenylethylamine. Fermented foods contain some of these compounds, which can affect human health and mood. Moreover, food processing such as roasting and malting alter amount and profile of neuroactive compounds in foods. In addition to plant-origin and microbially-formed neuroactive compounds in foods, these substances are also formed by gut microbiota, which is the most attractive subject to assess the interaction between gut microbiota and mental health. The discovery of microbiota-gut-brain axis calls for the investigation of the effects of diet on the formation of neuroactive compounds in the gut. Furthermore, probiotics and prebiotics are indispensable elements for the understanding of the food-mood relationship. The focus of this comprehensive review is to investigate the neuroactive compounds found naturally in foods or formed during fermentation. Their formation pathways in humans, plants and microorganisms, potential health effects, effects of diet on the formation of microbial metabolites including neuroactive compounds in the gut are discussed throughout this review. Furthermore, the importance of gut-brain axis, probiotics and prebiotics are discussed.
34098340|Maternal prenatal gut microbiota composition predicts child behaviour.|Samantha L Dawson; Martin O'Hely; Felice N Jacka; Anne-Louise Ponsonby; Christos Symeonides; Amy Loughman; Fiona Collier; Margarita Moreno-Betancur; Peter Sly; David Burgner; Mimi L K Tang; Richard Saffery; Sarath Ranganathan; Michael A Conlon; Leonard C Harrison; Susanne Brix; Karsten Kristiansen; Peter Vuillermin|EBioMedicine|2021|Murine studies demonstrate that maternal prenatal gut microbiota influences brain development and behaviour of offspring. No human study has related maternal gut microbiota to behavioural outcomes during early life. This study aimed to evaluate relationships between the prenatal faecal microbiota, prenatal diet and childhood behaviour. A sub-cohort of 213 mothers and 215 children were selected from a longitudinal pre-birth cohort. Maternal prenatal exposure measures collected during the third trimester included the faecal microbiota (generated using 16S rRNA amplicon sequencing), and dietary intake. The behavioural outcome used the Childhood Behaviour Checklist at age two. Models were adjusted for prenatal diet, smoking, perceived stress, maternal age and sample batch. We found evidence that the alpha diversity of the maternal faecal microbiota during the third trimester of pregnancy predicts child internalising behaviour at two years of age (-2·74, (-4·71, -0·78), p = 0·01 (Wald test), R<sup>2</sup>=0·07). Taxa from butyrate-producing families, Lachnospiraceae and Ruminococcaceae, were more abundant in mothers of children with normative behaviour. A healthy prenatal diet indirectly related to decreased child internalising behaviours via higher alpha diversity of maternal faecal microbiota. These findings support animal studies showing that the composition of maternal prenatal gut microbiota is related to offspring brain development and behaviour. Our findings highlight the need to evaluate potential impacts of the prenatal gut microbiota on early life brain development. This study was funded by the National Health and Medical Research Council of Australia (1082307, 1147980), Murdoch Children's Research Institute, Barwon Health and Deakin University.
38350463|Gut production of GABA by a probiotic formula: an in vitro study.|M Casertano; C Fryganas; V Valentino; A D Troise; P Vitaglione; V Fogliano; D Ercolini|Beneficial microbes|2024|The objective of this study was to evaluate the influence of a probiotic formula on the production of neuroactive compounds in different parts of the colon in batch culture and in vitro gut simulator experiments. Thirteen lactic acid bacterial strains, belonging to the species Levilactobacillus brevis, Lactiplantibacillus plantarum, Lacticaseibacillus paracasei, Ligilactobacillus salivarius, Streptococcus thermophilus, were characterised for their in vitro ability to produce neurotransmitters. L. brevis P30021 and L. plantarum P30025 were selected based on their capability to produce γ-aminobutyric acid (GABA) and acetylcholine in vitro. A probiotic formulation with potential psychobiotic activity was prepared and tested in a batch culture of human microbiota monitoring the formation of GABA and acetylcholine. Samples of the three colonic tracts were taken from the Simulator of the Human Intestinal Microbiota (SHIME®) evaluating the production of GABA and other neurotransmitters by LC-MS. Short chain fatty acids (SCFA) by GC and microbiota composition by 16S rRNA gene sequencing were also determined. Probiotic supplementation led to the formation of GABA and acetylcholine with a decrease in glutamate concentrations in the in vitro batch fermentation. Production of GABA after the treatment with probiotics was confirmed in the SHIME® short-term experiment. No differences in short-chain fatty acids were observed up to 72 h of fermentation. Different microbiota composition was found in the three different parts of the colon, with a higher abundance of Veillonellaceae in the ascending colon vessels. The probiotic-exposed microbiota showed higher levels of Bacteroides, a gut microbe associated with anti-inflammatory activities and a potential GABA producer. Results demonstrate the impact of the tested probiotic formula on gut microbiota structure and GABA production. In conclusion, the probiotic treatment changed the microbiota composition and increased neuroactive metabolites production, indicating promising potential as psychobiotics, even if further clinical evidence is needed to confirm the effectiveness of these probiotics in improving mental health.
29352709|Analysis of gut microbiota diversity and auxiliary diagnosis as a biomarker in patients with schizophrenia: A cross-sectional study.|Yang Shen; Jintian Xu; Zhiyong Li; Yichen Huang; Ye Yuan; Jixiang Wang; Meng Zhang; Songnian Hu; Ying Liang|Schizophrenia research|2018|With the advent of sequencing technology, characterization of schizophrenia with underlying probing of gut microbiome can provide abundant clues for diagnosis and prognosis of schizophrenia. In this study, we first compared the difference of gut microbiota between schizophrenia patients and healthy controls by 16S rRNA sequencing. We further explored whether gut microbiota can be used as a biomarker to assist in the diagnosis of schizophrenia. We restricted inclusion criteria strictly to control confounding bias. Finally, we investigated differences in fecal microbiota between 64 schizophrenia patients and 53 healthy controls. At the phylum level, we found that the abundance of Proteobacteria in the schizophrenia patients was significantly increased. At the genus level, the relative abundance of Succinivibrio, Megasphaera, Collinsella, Clostridium, Klebsiella and Methanobrevibacter was significantly higher whereas the abundance of Blautia, Coprococcus, Roseburia was decreased compared to health controls. The receiver operating characteristic curve analysis demonstrated that 12 significant microbiota biomarkers were capable of being used as diagnostic factors for distinguishing the schizophrenia cohort from those in the control cohort (AUC = 0.837). We performed PICRUSt analysis and found that several metabolic pathways differed significantly between healthy controls and schizophrenia patients, including vitamin B6 and fatty acid. In conclusion, there are some difference of gut microbiota between schizophrenia patients and healthy controls and the insights from this study could be used to develop microbiota-based diagnosis for schizophrenia.
33511258|Probiotic consumption relieved human stress and anxiety symptoms possibly via modulating the neuroactive potential of the gut microbiota.|Teng Ma; Hao Jin; Lai-Yu Kwok; Zhihong Sun; Min-Tze Liong; Heping Zhang|Neurobiology of stress|2021|Stress has been shown to disturb the balance of human intestinal microbiota and subsequently causes mental health problems like anxiety and depression. Our previous study showed that ingesting the probiotic strain, <i>Lactobacillus</i> (<i>L</i>.) <i>plantarum</i> P-8, for 12 weeks could alleviate stress and anxiety of stressed adults. The current study was a follow-up work aiming to investigate the functional role of the gut metagenomes in the observed beneficial effects. The fecal metagenomes of the probiotic (n = 43) and placebo (n = 36) receivers were analyzed in depth. The gut microbiomes of the placebo group at weeks 0 and 12 showed a significantly greater Aitchison distance (<i>P</i> < 0.001) compared with the probiotic group. Meanwhile, the Shannon diversity index of the placebo group (<i>P</i> < 0.05) but not the probiotic group decreased significantly at week 12. Additionally, significantly more species-level genome bins (SGBs) of <i>Bifidobacterium adolescentis</i>, <i>Bifidobacterium longum</i>, and <i>Fecalibacterium prausnitzii</i> (<i>P</i> < 0.01) were identified in the fecal metagenomes of the probiotic group, while the abundances of SGBs representing the species <i>Roseburia faecis</i> and <i>Fusicatenibacter saccharivorans</i> decreased significantly (<i>P</i> < 0.05). Furthermore, the 12-week probiotic supplementation enhanced the diversity of neurotransmitter-synthesizing/consuming SGBs and the levels of some predicted microbial neuroactive metabolites (e.g., short-chain fatty acids, gamma-aminobutyric acid, arachidonic acid, and sphingomyelin). Our results showed a potential link between probiotic-induced gut microbiota modulation and stress/anxiety alleviation in stressed adults, supporting that the gut-brain axis was involved in relieving stress-related symptoms. The beneficial effect relied not only on microbial diversity changes but more importantly gut metagenome modulations at the SGB and functional gene levels.
33422110|The impact of dextran sodium sulphate and probiotic pre-treatment in a murine model of Parkinson's disease.|Zach Dwyer; Melany Chaiquin; Jeffrey Landrigan; Kiara Ayoub; Pragya Shail; Julianna Rocha; Christie L Childers; Kenneth B Storey; Dana J Philpott; Hongyu Sun; Shawn Hayley|Journal of neuroinflammation|2021|Recent work has established that Parkinson's disease (PD) patients have an altered gut microbiome, along with signs of intestinal inflammation. This could help explain the high degree of gastric disturbances in PD patients, as well as potentially be linked to the migration of peripheral inflammatory factors into the brain. To our knowledge, this is the first study to examine microbiome alteration prior to the induction of a PD murine model. We presently assessed whether pre-treatment with the probiotic, VSL #3, or the inflammatory inducer, dextran sodium sulphate (DSS), would influence the PD-like pathology provoked by a dual hit toxin model using lipopolysaccharide (LPS) and paraquat exposure. While VSL #3 has been reported to have anti-inflammatory effects, DSS is often used as a model of colitis because of the gut inflammation and the breach of the intestinal barrier that it induces. We found that VSL#3 did not have any significant effects (beyond a blunting of LPS paraquat-induced weight loss). However, the DSS treatment caused marked changes in the gut microbiome and was also associated with augmented behavioral and inflammatory outcomes. In fact, DSS markedly increased taxa belonging to the Bacteroidaceae and Porphyromonadaceae families but reduced those from Rikencellaceae and S24-7, as well as provoking colonic pro-inflammatory cytokine expression, consistent with an inflamed gut. The DSS also increased the impact of LPS plus paraquat upon microglial morphology, along with circulating lipocalin-2 (neutrophil marker) and IL-6. Yet, neither DSS nor VSL#3 influenced the loss of substantia nigra dopamine neurons or the astrocytic and cytoskeleton remodeling protein changes that were provoked by the LPS followed by paraquat treatment. These data suggest that disruption of the intestinal integrity and the associated microbiome can interact with systemic inflammatory events to promote widespread brain-gut changes that could be relevant for PD and at the very least, suggestive of novel neuro-immune communication.
34985325|A Comprehensive Review on the Role of the Gut Microbiome in Human Neurological Disorders.|Shokufeh Ghasemian Sorboni; Hanieh Shakeri Moghaddam; Reza Jafarzadeh-Esfehani; Saman Soleimanpour|Clinical microbiology reviews|2022|The human body is full of an extensive number of commensal microbes, consisting of bacteria, viruses, and fungi, collectively termed the human microbiome. The initial acquisition of microbiota occurs from both the external and maternal environments, and the vast majority of them colonize the gastrointestinal tract (GIT). These microbial communities play a central role in the maturation and development of the immune system, the central nervous system, and the GIT system and are also responsible for essential metabolic pathways. Various factors, including host genetic predisposition, environmental factors, lifestyle, diet, antibiotic or nonantibiotic drug use, etc., affect the composition of the gut microbiota. Recent publications have highlighted that an imbalance in the gut microflora, known as dysbiosis, is associated with the onset and progression of neurological disorders. Moreover, characterization of the microbiome-host cross talk pathways provides insight into novel therapeutic strategies. Novel preclinical and clinical research on interventions related to the gut microbiome for treating neurological conditions, including autism spectrum disorders, Parkinson's disease, schizophrenia, multiple sclerosis, Alzheimer's disease, epilepsy, and stroke, hold significant promise. This review aims to present a comprehensive overview of the potential involvement of the human gut microbiome in the pathogenesis of neurological disorders, with a particular emphasis on the potential of microbe-based therapies and/or diagnostic microbial biomarkers. This review also discusses the potential health benefits of the administration of probiotics, prebiotics, postbiotics, and synbiotics and fecal microbiota transplantation in neurological disorders.
36550591|Antidepression of Xingpijieyu formula targets gut microbiota derived from depressive disorder.|Yannan Li; Lixuan Yang; Junnan Li; Wei Gao; Zhonghui Zhao; Kaiqiang Dong; Wenzhe Duan; Baoan Dai; Rongjuan Guo|CNS neuroscience & therapeutics|2023|This investigation aims to determine the antidepressant role of Xingpijieyu formula (XPJYF) mediated via gut microbiota (GM)-brain axis. We collected fecal microbiota from patients with depressive disorder (DD) and cultured microbiota in vitro. Some of microbiota were transplanted into germ-free rats with the intragastric administration of XPJYF grain at the dose of 1.533 g/kg/day. The behaviors were studied by forced swimming test, open field test, sucrose preference test, and body weight. Products of hypothalamus-pituitary-adrenocortical (HPA) axis, neurotransmitter, and serum cytokines were investigated by enzyme linked immunosorbent assay. Glial fibrillary acidic protein (GFAP), a biomarker of astrocyte, was quantified using immunofluorescence. Microbiota culturing in vitro after XPJYF treatment was analyze by 16 s RNA sequencing technology. We used lipopolysaccharide (LPS) to mimic activated rat primary astrocyte in vitro. Brain-derived neurotrophic factor (BDNF), cytokines, and oxidative stress factors were determined by western blotting, and glycometabolism in astrocyte was investigated by 2-deoxy-D-glucose (2-DG) uptake, adenosine triphosphate (ATP), and glucose-1-phosphate (G1P) kits. Microbiota composition during 8 mg/ml of XPJYF (H12-8) for 12 h showed the more consistency. Lactococcus is enriched in DD-derived microbiota composition, and Biffdobacterium and Lactobacillus in H12-8 group. GLUCOSE1PMETAB-PWY and PWY-7328 of which biofunctions were dominantly encoded by Biffdobacterium were the top two of altered pathways. XPJYF improved behaviors and repressed astrocyte activation in depression rats. XPJYF elevated 2-DG uptake, ATP, glucose-1-phosphate, and brain-derived neurotrophic factor (BDNF), and inhibited cytokines and oxidative stress in LPS-induced astrocyte. XPJYF treatment targets inflammation, activation, and glycometabolim in astrocyte via gut microbiota modulation, thereby improve animal behaviors, HPA axis dysfunction, and neurotransmitter synthesis in depression rats.
30459574|Oral Probiotics Ameliorate the Behavioral Deficits Induced by Chronic Mild Stress in Mice via the Gut Microbiota-Inflammation Axis.|Nannan Li; Qi Wang; Yan Wang; Anji Sun; Yiwei Lin; Ye Jin; Xiaobai Li|Frontiers in behavioral neuroscience|2018|In recent years, a burgeoning body of research has revealed links between depression and the gut microbiota, leading to the therapeutic use of probiotics for stress-related disorders. In this study, we explored the potential antidepressant efficacy of a multi-strain probiotics treatment (<i>Lactobacillus helveticus R0052</i>, <i>Lactobacillus plantarum R1012</i>, and <i>Bifidobacterium longum R0175</i>) in a chronic mild stress (CMS) mouse model of depression and determined its probable mechanism of action. Our findings revealed that mice subjected to CMS exhibited anxiety- and depressive-like behaviors in the sucrose preference test, elevated plus maze, and forced swim test, along with increased interferon-γ, tumor necrosis factor-α, and indoleamine 2,3-dioxygenase-1 levels in the hippocampus. Moreover, the microbiota distinctly changed from the non-stress group and was characterized by highly diverse bacterial communities associated with significant reductions in <i>Lactobacillus</i> species. Probiotics attenuated CMS-induced anxiety- and depressive-like behaviors, significantly increased <i>Lactobacillus</i> abundance, and reversed the CMS-induced immune changes in the hippocampus. Thus, the possible mechanism involved in the antidepressant-like activity of probiotics is correlated with <i>Lactobacillus</i> species via the gut microbiota-inflammation-brain axis.
38026003|The importance of the intestinal microbiota in humans and dogs in the neonatal period.|Samara Beretta; Maricy Apparicio; Gilson Hélio Toniollo; Marita Vedovelli Cardozo|Animal reproduction|2023|The neonatal period represents a critical stage for the establishment and development of the gut microbiota, which profoundly influences the future health trajectory of individuals. This review examines the importance of intestinal microbiota in humans and dogs, aiming to elucidate the distinct characteristics and variations in the composition between these two species. In humans, the intestinal microbiota contributes to several crucial physiological processes, including digestion, nutrient absorption, immune system development, and modulation of host metabolism. Dysbiosis, an imbalance or disruption of the gut microbial community, has been linked to various disorders, such as inflammatory bowel disease, obesity, and even neurological conditions. Furthermore, recent research has unveiled the profound influence of the gut-brain axis, emphasizing the bidirectional communication between the gut microbiota and the central nervous system, impacting cognitive function and mental health. Similarly, alterations in the canine intestinal microbiota have been associated with gastrointestinal disorders, including chronic enteropathy, such as inflammatory bowel disease, food allergies, and ulcerative histiocytic colitis. However, our understanding of the intricacies and functional significance of the intestinal microbiota in dogs remains limited. Understanding the complex dynamics of the intestinal microbiota in both humans and dogs is crucial for devising effective strategies to promote health and manage disease. Moreover, exploring the similarities and differences in the gut microbial composition between these two species can facilitate translational research, potentially leading to innovative therapeutic interventions and strategies to enhance the well-being of both humans and dogs.
33194817|Multiomics Study of Gut Bacteria and Host Metabolism in Irritable Bowel Syndrome and Depression Patients.|Congmin Xu; Qiong Jia; Lu Zhang; Zhe Wang; Shiwei Zhu; Xiaoqi Wang; Yixuan Liu; Mo Li; Jingjing Zhang; Xiangqun Wang; Jindong Zhang; Qinghua Sun; Kun Wang; Huaiqiu Zhu; Liping Duan|Frontiers in cellular and infection microbiology|2020|Irritable bowel syndrome (IBS) and depression have high tendencies of comorbidity. In particular, diarrhea-predominant IBS (IBS-D) and depression exhibit similar fecal microbiota signatures, yet little is known about their pathogenic mechanism. Here, we propose that the differences in structure and composition of IBS-D and depression gut microbiota give rise to different downstream functions, which lead to distinct clinical phenotypes <i>via</i> host metabolism and further influence the interaction of brain-gut axis. We performed multiomics study, including fecal metagenome-wide sequencing and serum metabolomics profiling in 65 individuals with IBS-D (n=22), depression (n=15), comorbid patients (n=13), and healthy controls (n=15). We analyzed functional genes contributed by the primary genus and evaluated their correlations with clinical indices and host metabolites. Metagenomic analysis revealed 26 clusters of orthologous groups of protein (COG) categories consisting of a total of 4,631 functional genes. Trehalose and maltose hydrolase (COG1554) and fucose permease (COG0738) were the most relevant and enriched functional genes in the IBS-D patients; urease accessory proteins UreE (COG2371) was that in the depression patients. Context based genome annotation suggest that an alteration of <i>Escherichia coli</i> and <i>Enterobacter cloacae</i> in IBS-D and depression respectively may be responsible for the enrichment described above. Correlation with host metabolites, such as maltotriose and isomaltose in carbohydrate metabolism and anandamide in neuroactive metabolism, drew further connections between these findings. These changes led us to propose a connection between genomic signatures and clinical differences observed in IBS-D and depression. Our findings provide further insights into the involvement of gut microbiota in diseases related to brain-gut disorder.
